binned_coordinates,updated_type,updated_subtype,hour,Count,type_subtype,longitude,latitude
"(-87.59, 41.66)",Hazard,Weather,14,10,Hazard - Weather,-87.59,41.66
"(-87.63, 41.91)",Hazard,Weather,14,8,Hazard - Weather,-87.63,41.91
"(-87.61, 41.85)",Hazard,Weather,14,5,Hazard - Weather,-87.61,41.85
"(-87.59, 41.71)",Hazard,Weather,14,5,Hazard - Weather,-87.59,41.71
"(-87.69, 41.83)",Hazard,Weather,14,4,Hazard - Weather,-87.69,41.83
"(-87.64, 41.86)",Hazard,Weather,14,4,Hazard - Weather,-87.64,41.86
"(-87.63, 41.81)",Hazard,Weather,14,3,Hazard - Weather,-87.63,41.81
"(-87.64, 41.85)",Hazard,Weather,14,3,Hazard - Weather,-87.64,41.85
"(-87.63, 41.84)",Hazard,Weather,14,3,Hazard - Weather,-87.63,41.84
"(-87.65, 41.97)",Hazard,Weather,14,3,Hazard - Weather,-87.65,41.97
"(-87.66, 41.99)",Hazard,Weather,15,6,Hazard - Weather,-87.66,41.99
"(-87.59, 41.66)",Hazard,Weather,15,6,Hazard - Weather,-87.59,41.66
"(-87.81, 41.98)",Hazard,Weather,15,4,Hazard - Weather,-87.81,41.98
"(-87.73, 41.87)",Hazard,Weather,15,4,Hazard - Weather,-87.73,41.87
"(-87.64, 41.88)",Hazard,Weather,15,4,Hazard - Weather,-87.64,41.88
"(-87.64, 41.85)",Hazard,Weather,15,3,Hazard - Weather,-87.64,41.85
"(-87.66, 41.83)",Hazard,Weather,15,3,Hazard - Weather,-87.66,41.83
"(-87.63, 41.88)",Hazard,Weather,15,3,Hazard - Weather,-87.63,41.88
"(-87.67, 41.92)",Hazard,Weather,15,3,Hazard - Weather,-87.67,41.92
"(-87.68, 41.87)",Hazard,Weather,15,3,Hazard - Weather,-87.68,41.87
"(-87.63, 41.91)",Hazard,Weather,16,9,Hazard - Weather,-87.63,41.91
"(-87.72, 41.83)",Hazard,Weather,16,5,Hazard - Weather,-87.72,41.83
"(-87.62, 41.9)",Hazard,Weather,16,4,Hazard - Weather,-87.62,41.9
"(-87.66, 41.99)",Hazard,Weather,16,4,Hazard - Weather,-87.66,41.99
"(-87.68, 41.83)",Hazard,Weather,16,4,Hazard - Weather,-87.68,41.83
"(-87.61, 41.89)",Hazard,Weather,16,4,Hazard - Weather,-87.61,41.89
"(-87.63, 41.84)",Hazard,Weather,16,4,Hazard - Weather,-87.63,41.84
"(-87.65, 41.97)",Hazard,Weather,16,4,Hazard - Weather,-87.65,41.97
"(-87.65, 41.83)",Hazard,Weather,16,3,Hazard - Weather,-87.65,41.83
"(-87.68, 41.93)",Hazard,Weather,16,3,Hazard - Weather,-87.68,41.93
"(-87.59, 41.66)",Hazard,Weather,17,7,Hazard - Weather,-87.59,41.66
"(-87.69, 41.83)",Hazard,Weather,17,5,Hazard - Weather,-87.69,41.83
"(-87.69, 41.84)",Hazard,Weather,17,4,Hazard - Weather,-87.69,41.84
"(-87.68, 42.0)",Hazard,Weather,17,4,Hazard - Weather,-87.68,42.0
"(-87.7, 41.83)",Hazard,Weather,17,4,Hazard - Weather,-87.7,41.83
"(-87.62, 41.89)",Hazard,Weather,17,4,Hazard - Weather,-87.62,41.89
"(-87.73, 41.86)",Hazard,Weather,17,4,Hazard - Weather,-87.73,41.86
"(-87.68, 41.79)",Hazard,Weather,17,3,Hazard - Weather,-87.68,41.79
"(-87.66, 41.83)",Hazard,Weather,17,3,Hazard - Weather,-87.66,41.83
"(-87.67, 41.97)",Hazard,Weather,17,3,Hazard - Weather,-87.67,41.97
"(-87.59, 41.66)",Hazard,Weather,18,12,Hazard - Weather,-87.59,41.66
"(-87.65, 41.88)",Hazard,Weather,18,7,Hazard - Weather,-87.65,41.88
"(-87.64, 41.85)",Hazard,Weather,18,6,Hazard - Weather,-87.64,41.85
"(-87.63, 41.91)",Hazard,Weather,18,6,Hazard - Weather,-87.63,41.91
"(-87.61, 41.89)",Hazard,Weather,18,6,Hazard - Weather,-87.61,41.89
"(-87.62, 41.9)",Hazard,Weather,18,5,Hazard - Weather,-87.62,41.9
"(-87.6, 41.69)",Hazard,Weather,18,5,Hazard - Weather,-87.6,41.69
"(-87.65, 41.95)",Hazard,Weather,18,4,Hazard - Weather,-87.65,41.95
"(-87.64, 41.94)",Hazard,Weather,18,4,Hazard - Weather,-87.64,41.94
"(-87.69, 41.86)",Hazard,Weather,18,4,Hazard - Weather,-87.69,41.86
"(-87.69, 41.88)",Hazard,Weather,19,7,Hazard - Weather,-87.69,41.88
"(-87.6, 41.69)",Hazard,Weather,19,7,Hazard - Weather,-87.6,41.69
"(-87.63, 41.78)",Hazard,Weather,19,7,Hazard - Weather,-87.63,41.78
"(-87.63, 41.92)",Hazard,Weather,19,6,Hazard - Weather,-87.63,41.92
"(-87.63, 41.93)",Hazard,Weather,19,6,Hazard - Weather,-87.63,41.93
"(-87.66, 41.9)",Hazard,Weather,19,5,Hazard - Weather,-87.66,41.9
"(-87.65, 41.96)",Hazard,Weather,19,5,Hazard - Weather,-87.65,41.96
"(-87.65, 41.85)",Hazard,Weather,19,5,Hazard - Weather,-87.65,41.85
"(-87.64, 41.85)",Hazard,Weather,19,5,Hazard - Weather,-87.64,41.85
"(-87.63, 41.74)",Hazard,Weather,19,5,Hazard - Weather,-87.63,41.74
"(-87.68, 41.87)",Hazard,Weather,20,12,Hazard - Weather,-87.68,41.87
"(-87.59, 41.66)",Hazard,Weather,20,7,Hazard - Weather,-87.59,41.66
"(-87.63, 41.76)",Hazard,Weather,20,7,Hazard - Weather,-87.63,41.76
"(-87.63, 41.91)",Hazard,Weather,20,6,Hazard - Weather,-87.63,41.91
"(-87.63, 41.93)",Hazard,Weather,20,6,Hazard - Weather,-87.63,41.93
"(-87.63, 41.94)",Hazard,Weather,20,5,Hazard - Weather,-87.63,41.94
"(-87.72, 41.83)",Hazard,Weather,20,5,Hazard - Weather,-87.72,41.83
"(-87.63, 41.78)",Hazard,Weather,20,5,Hazard - Weather,-87.63,41.78
"(-87.67, 41.88)",Hazard,Weather,20,5,Hazard - Weather,-87.67,41.88
"(-87.69, 41.83)",Hazard,Weather,20,4,Hazard - Weather,-87.69,41.83
"(-87.59, 41.66)",Hazard,Weather,21,17,Hazard - Weather,-87.59,41.66
"(-87.6, 41.69)",Hazard,Weather,21,12,Hazard - Weather,-87.6,41.69
"(-87.58, 41.65)",Hazard,Weather,21,9,Hazard - Weather,-87.58,41.65
"(-87.63, 41.91)",Hazard,Weather,21,9,Hazard - Weather,-87.63,41.91
"(-87.76, 41.97)",Hazard,Weather,21,7,Hazard - Weather,-87.76,41.97
"(-87.62, 41.9)",Hazard,Weather,21,7,Hazard - Weather,-87.62,41.9
"(-87.67, 41.92)",Hazard,Weather,21,7,Hazard - Weather,-87.67,41.92
"(-87.68, 41.85)",Hazard,Weather,21,5,Hazard - Weather,-87.68,41.85
"(-87.63, 41.83)",Hazard,Weather,21,5,Hazard - Weather,-87.63,41.83
"(-87.66, 41.9)",Hazard,Weather,21,5,Hazard - Weather,-87.66,41.9
"(-87.61, 41.89)",Hazard,Weather,22,8,Hazard - Weather,-87.61,41.89
"(-87.65, 41.88)",Hazard,Weather,22,7,Hazard - Weather,-87.65,41.88
"(-87.62, 41.9)",Hazard,Weather,22,5,Hazard - Weather,-87.62,41.9
"(-87.63, 41.78)",Hazard,Weather,22,5,Hazard - Weather,-87.63,41.78
"(-87.67, 41.92)",Hazard,Weather,22,5,Hazard - Weather,-87.67,41.92
"(-87.71, 41.92)",Hazard,Weather,22,5,Hazard - Weather,-87.71,41.92
"(-87.66, 41.9)",Hazard,Weather,22,4,Hazard - Weather,-87.66,41.9
"(-87.79, 41.98)",Hazard,Weather,22,4,Hazard - Weather,-87.79,41.98
"(-87.69, 41.83)",Hazard,Weather,22,4,Hazard - Weather,-87.69,41.83
"(-87.59, 41.71)",Hazard,Weather,22,4,Hazard - Weather,-87.59,41.71
"(-87.59, 41.66)",Hazard,Weather,23,15,Hazard - Weather,-87.59,41.66
"(-87.67, 41.98)",Hazard,Weather,23,5,Hazard - Weather,-87.67,41.98
"(-87.63, 41.89)",Hazard,Weather,23,5,Hazard - Weather,-87.63,41.89
"(-87.7, 41.89)",Hazard,Weather,23,4,Hazard - Weather,-87.7,41.89
"(-87.7, 41.92)",Hazard,Weather,23,4,Hazard - Weather,-87.7,41.92
"(-87.62, 41.74)",Hazard,Weather,23,4,Hazard - Weather,-87.62,41.74
"(-87.65, 41.88)",Hazard,Weather,23,3,Hazard - Weather,-87.65,41.88
"(-87.68, 41.92)",Hazard,Weather,23,3,Hazard - Weather,-87.68,41.92
"(-87.65, 41.94)",Hazard,Weather,23,3,Hazard - Weather,-87.65,41.94
"(-87.67, 41.88)",Hazard,Weather,23,3,Hazard - Weather,-87.67,41.88
"(-87.65, 41.89)",Jam,Heavy Traffic,0,265,Jam - Heavy Traffic,-87.65,41.89
"(-87.66, 41.9)",Jam,Heavy Traffic,0,248,Jam - Heavy Traffic,-87.66,41.9
"(-87.65, 41.88)",Jam,Heavy Traffic,0,186,Jam - Heavy Traffic,-87.65,41.88
"(-87.78, 41.98)",Jam,Heavy Traffic,0,156,Jam - Heavy Traffic,-87.78,41.98
"(-87.76, 41.97)",Jam,Heavy Traffic,0,132,Jam - Heavy Traffic,-87.76,41.97
"(-87.71, 41.94)",Jam,Heavy Traffic,0,126,Jam - Heavy Traffic,-87.71,41.94
"(-87.79, 41.98)",Jam,Heavy Traffic,0,117,Jam - Heavy Traffic,-87.79,41.98
"(-87.66, 41.91)",Jam,Heavy Traffic,0,115,Jam - Heavy Traffic,-87.66,41.91
"(-87.75, 41.98)",Jam,Heavy Traffic,0,110,Jam - Heavy Traffic,-87.75,41.98
"(-87.69, 41.93)",Jam,Heavy Traffic,0,110,Jam - Heavy Traffic,-87.69,41.93
"(-87.65, 41.89)",Jam,Heavy Traffic,1,215,Jam - Heavy Traffic,-87.65,41.89
"(-87.66, 41.9)",Jam,Heavy Traffic,1,176,Jam - Heavy Traffic,-87.66,41.9
"(-87.65, 41.88)",Jam,Heavy Traffic,1,145,Jam - Heavy Traffic,-87.65,41.88
"(-87.66, 41.91)",Jam,Heavy Traffic,1,87,Jam - Heavy Traffic,-87.66,41.91
"(-87.76, 41.97)",Jam,Heavy Traffic,1,84,Jam - Heavy Traffic,-87.76,41.97
"(-87.74, 41.96)",Jam,Heavy Traffic,1,75,Jam - Heavy Traffic,-87.74,41.96
"(-87.68, 41.92)",Jam,Heavy Traffic,1,63,Jam - Heavy Traffic,-87.68,41.92
"(-87.67, 41.92)",Jam,Heavy Traffic,1,62,Jam - Heavy Traffic,-87.67,41.92
"(-87.69, 41.93)",Jam,Heavy Traffic,1,61,Jam - Heavy Traffic,-87.69,41.93
"(-87.64, 41.87)",Jam,Heavy Traffic,1,58,Jam - Heavy Traffic,-87.64,41.87
"(-87.66, 41.9)",Jam,Heavy Traffic,2,157,Jam - Heavy Traffic,-87.66,41.9
"(-87.65, 41.89)",Jam,Heavy Traffic,2,137,Jam - Heavy Traffic,-87.65,41.89
"(-87.66, 41.91)",Jam,Heavy Traffic,2,83,Jam - Heavy Traffic,-87.66,41.91
"(-87.65, 41.88)",Jam,Heavy Traffic,2,74,Jam - Heavy Traffic,-87.65,41.88
"(-87.64, 41.86)",Jam,Heavy Traffic,2,66,Jam - Heavy Traffic,-87.64,41.86
"(-87.67, 41.92)",Jam,Heavy Traffic,2,56,Jam - Heavy Traffic,-87.67,41.92
"(-87.64, 41.85)",Jam,Heavy Traffic,2,44,Jam - Heavy Traffic,-87.64,41.85
"(-87.65, 41.87)",Jam,Heavy Traffic,2,41,Jam - Heavy Traffic,-87.65,41.87
"(-87.68, 41.92)",Jam,Heavy Traffic,2,40,Jam - Heavy Traffic,-87.68,41.92
"(-87.76, 41.97)",Jam,Heavy Traffic,2,35,Jam - Heavy Traffic,-87.76,41.97
"(-87.65, 41.89)",Jam,Heavy Traffic,3,134,Jam - Heavy Traffic,-87.65,41.89
"(-87.66, 41.9)",Jam,Heavy Traffic,3,129,Jam - Heavy Traffic,-87.66,41.9
"(-87.66, 41.91)",Jam,Heavy Traffic,3,82,Jam - Heavy Traffic,-87.66,41.91
"(-87.65, 41.88)",Jam,Heavy Traffic,3,79,Jam - Heavy Traffic,-87.65,41.88
"(-87.65, 41.87)",Jam,Heavy Traffic,3,61,Jam - Heavy Traffic,-87.65,41.87
"(-87.67, 41.92)",Jam,Heavy Traffic,3,47,Jam - Heavy Traffic,-87.67,41.92
"(-87.66, 41.89)",Jam,Heavy Traffic,3,37,Jam - Heavy Traffic,-87.66,41.89
"(-87.64, 41.86)",Jam,Heavy Traffic,3,35,Jam - Heavy Traffic,-87.64,41.86
"(-87.64, 41.85)",Jam,Heavy Traffic,3,34,Jam - Heavy Traffic,-87.64,41.85
"(-87.67, 41.88)",Jam,Heavy Traffic,3,25,Jam - Heavy Traffic,-87.67,41.88
"(-87.65, 41.89)",Jam,Heavy Traffic,4,74,Jam - Heavy Traffic,-87.65,41.89
"(-87.65, 41.88)",Jam,Heavy Traffic,4,68,Jam - Heavy Traffic,-87.65,41.88
"(-87.66, 41.9)",Jam,Heavy Traffic,4,62,Jam - Heavy Traffic,-87.66,41.9
"(-87.65, 41.87)",Jam,Heavy Traffic,4,41,Jam - Heavy Traffic,-87.65,41.87
"(-87.66, 41.91)",Jam,Heavy Traffic,4,40,Jam - Heavy Traffic,-87.66,41.91
"(-87.64, 41.87)",Jam,Heavy Traffic,4,26,Jam - Heavy Traffic,-87.64,41.87
"(-87.66, 41.89)",Jam,Heavy Traffic,4,21,Jam - Heavy Traffic,-87.66,41.89
"(-87.67, 41.88)",Jam,Heavy Traffic,4,20,Jam - Heavy Traffic,-87.67,41.88
"(-87.64, 41.86)",Jam,Heavy Traffic,4,17,Jam - Heavy Traffic,-87.64,41.86
"(-87.76, 41.97)",Jam,Heavy Traffic,4,16,Jam - Heavy Traffic,-87.76,41.97
"(-87.65, 41.88)",Jam,Heavy Traffic,5,33,Jam - Heavy Traffic,-87.65,41.88
"(-87.66, 41.9)",Jam,Heavy Traffic,5,25,Jam - Heavy Traffic,-87.66,41.9
"(-87.65, 41.89)",Jam,Heavy Traffic,5,22,Jam - Heavy Traffic,-87.65,41.89
"(-87.65, 41.87)",Jam,Heavy Traffic,5,13,Jam - Heavy Traffic,-87.65,41.87
"(-87.64, 41.86)",Jam,Heavy Traffic,5,10,Jam - Heavy Traffic,-87.64,41.86
"(-87.59, 41.7)",Jam,Heavy Traffic,5,10,Jam - Heavy Traffic,-87.59,41.7
"(-87.66, 41.91)",Jam,Heavy Traffic,5,9,Jam - Heavy Traffic,-87.66,41.91
"(-87.67, 41.88)",Jam,Heavy Traffic,5,8,Jam - Heavy Traffic,-87.67,41.88
"(-87.82, 41.98)",Jam,Heavy Traffic,5,8,Jam - Heavy Traffic,-87.82,41.98
"(-87.67, 41.92)",Jam,Heavy Traffic,5,8,Jam - Heavy Traffic,-87.67,41.92
"(-87.65, 41.89)",Jam,Heavy Traffic,6,18,Jam - Heavy Traffic,-87.65,41.89
"(-87.65, 41.88)",Jam,Heavy Traffic,6,7,Jam - Heavy Traffic,-87.65,41.88
"(-87.66, 41.9)",Jam,Heavy Traffic,6,5,Jam - Heavy Traffic,-87.66,41.9
"(-87.63, 41.79)",Jam,Heavy Traffic,6,4,Jam - Heavy Traffic,-87.63,41.79
"(-87.6, 41.71)",Jam,Heavy Traffic,6,4,Jam - Heavy Traffic,-87.6,41.71
"(-87.65, 41.94)",Jam,Heavy Traffic,6,4,Jam - Heavy Traffic,-87.65,41.94
"(-87.59, 41.7)",Jam,Heavy Traffic,6,4,Jam - Heavy Traffic,-87.59,41.7
"(-87.66, 41.91)",Jam,Heavy Traffic,6,3,Jam - Heavy Traffic,-87.66,41.91
"(-87.7, 41.83)",Jam,Heavy Traffic,6,3,Jam - Heavy Traffic,-87.7,41.83
"(-87.73, 41.87)",Jam,Heavy Traffic,6,3,Jam - Heavy Traffic,-87.73,41.87
"(-87.65, 41.89)",Jam,Heavy Traffic,7,7,Jam - Heavy Traffic,-87.65,41.89
"(-87.59, 41.71)",Jam,Heavy Traffic,7,2,Jam - Heavy Traffic,-87.59,41.71
"(-87.8, 41.98)",Jam,Heavy Traffic,7,2,Jam - Heavy Traffic,-87.8,41.98
"(-87.62, 41.73)",Jam,Heavy Traffic,7,2,Jam - Heavy Traffic,-87.62,41.73
"(-87.72, 41.83)",Jam,Heavy Traffic,7,2,Jam - Heavy Traffic,-87.72,41.83
"(-87.6, 41.67)",Jam,Heavy Traffic,7,2,Jam - Heavy Traffic,-87.6,41.67
"(-87.63, 41.79)",Jam,Heavy Traffic,7,1,Jam - Heavy Traffic,-87.63,41.79
"(-87.63, 41.84)",Jam,Heavy Traffic,7,1,Jam - Heavy Traffic,-87.63,41.84
"(-87.6, 41.69)",Jam,Heavy Traffic,7,1,Jam - Heavy Traffic,-87.6,41.69
"(-87.6, 41.71)",Jam,Heavy Traffic,7,1,Jam - Heavy Traffic,-87.6,41.71
"(-87.76, 41.97)",Jam,Heavy Traffic,8,2,Jam - Heavy Traffic,-87.76,41.97
"(-87.66, 41.91)",Jam,Heavy Traffic,8,2,Jam - Heavy Traffic,-87.66,41.91
"(-87.65, 41.89)",Jam,Heavy Traffic,8,2,Jam - Heavy Traffic,-87.65,41.89
"(-87.8, 41.98)",Jam,Heavy Traffic,8,2,Jam - Heavy Traffic,-87.8,41.98
"(-87.71, 41.83)",Jam,Heavy Traffic,8,2,Jam - Heavy Traffic,-87.71,41.83
"(-87.62, 41.75)",Jam,Heavy Traffic,8,2,Jam - Heavy Traffic,-87.62,41.75
"(-87.63, 41.84)",Jam,Heavy Traffic,8,2,Jam - Heavy Traffic,-87.63,41.84
"(-87.6, 41.7)",Jam,Heavy Traffic,8,1,Jam - Heavy Traffic,-87.6,41.7
"(-87.6, 41.68)",Jam,Heavy Traffic,8,1,Jam - Heavy Traffic,-87.6,41.68
"(-87.74, 41.96)",Jam,Heavy Traffic,8,1,Jam - Heavy Traffic,-87.74,41.96
"(-87.82, 41.98)",Jam,Heavy Traffic,9,5,Jam - Heavy Traffic,-87.82,41.98
"(-87.79, 41.98)",Jam,Heavy Traffic,9,4,Jam - Heavy Traffic,-87.79,41.98
"(-87.6, 41.69)",Jam,Heavy Traffic,9,4,Jam - Heavy Traffic,-87.6,41.69
"(-87.66, 41.9)",Jam,Heavy Traffic,9,3,Jam - Heavy Traffic,-87.66,41.9
"(-87.8, 41.98)",Jam,Heavy Traffic,9,3,Jam - Heavy Traffic,-87.8,41.98
"(-87.7, 41.93)",Jam,Heavy Traffic,9,3,Jam - Heavy Traffic,-87.7,41.93
"(-87.73, 41.95)",Jam,Heavy Traffic,9,3,Jam - Heavy Traffic,-87.73,41.95
"(-87.74, 41.82)",Jam,Heavy Traffic,9,3,Jam - Heavy Traffic,-87.74,41.82
"(-87.74, 41.81)",Jam,Heavy Traffic,9,2,Jam - Heavy Traffic,-87.74,41.81
"(-87.59, 41.66)",Jam,Heavy Traffic,9,2,Jam - Heavy Traffic,-87.59,41.66
"(-87.63, 41.83)",Jam,Heavy Traffic,10,100,Jam - Heavy Traffic,-87.63,41.83
"(-87.62, 41.73)",Jam,Heavy Traffic,10,82,Jam - Heavy Traffic,-87.62,41.73
"(-87.59, 41.7)",Jam,Heavy Traffic,10,69,Jam - Heavy Traffic,-87.59,41.7
"(-87.62, 41.72)",Jam,Heavy Traffic,10,68,Jam - Heavy Traffic,-87.62,41.72
"(-87.66, 41.84)",Jam,Heavy Traffic,10,65,Jam - Heavy Traffic,-87.66,41.84
"(-87.6, 41.71)",Jam,Heavy Traffic,10,59,Jam - Heavy Traffic,-87.6,41.71
"(-87.63, 41.84)",Jam,Heavy Traffic,10,57,Jam - Heavy Traffic,-87.63,41.84
"(-87.74, 41.82)",Jam,Heavy Traffic,10,56,Jam - Heavy Traffic,-87.74,41.82
"(-87.78, 41.98)",Jam,Heavy Traffic,10,52,Jam - Heavy Traffic,-87.78,41.98
"(-87.76, 41.97)",Jam,Heavy Traffic,10,51,Jam - Heavy Traffic,-87.76,41.97
"(-87.77, 41.87)",Jam,Heavy Traffic,11,144,Jam - Heavy Traffic,-87.77,41.87
"(-87.76, 41.87)",Jam,Heavy Traffic,11,134,Jam - Heavy Traffic,-87.76,41.87
"(-87.75, 41.97)",Jam,Heavy Traffic,11,127,Jam - Heavy Traffic,-87.75,41.97
"(-87.76, 41.97)",Jam,Heavy Traffic,11,123,Jam - Heavy Traffic,-87.76,41.97
"(-87.74, 41.96)",Jam,Heavy Traffic,11,122,Jam - Heavy Traffic,-87.74,41.96
"(-87.78, 41.98)",Jam,Heavy Traffic,11,120,Jam - Heavy Traffic,-87.78,41.98
"(-87.63, 41.81)",Jam,Heavy Traffic,11,114,Jam - Heavy Traffic,-87.63,41.81
"(-87.71, 41.94)",Jam,Heavy Traffic,11,110,Jam - Heavy Traffic,-87.71,41.94
"(-87.75, 41.98)",Jam,Heavy Traffic,11,109,Jam - Heavy Traffic,-87.75,41.98
"(-87.63, 41.83)",Jam,Heavy Traffic,11,108,Jam - Heavy Traffic,-87.63,41.83
"(-87.72, 41.95)",Jam,Heavy Traffic,12,252,Jam - Heavy Traffic,-87.72,41.95
"(-87.74, 41.96)",Jam,Heavy Traffic,12,248,Jam - Heavy Traffic,-87.74,41.96
"(-87.75, 41.97)",Jam,Heavy Traffic,12,236,Jam - Heavy Traffic,-87.75,41.97
"(-87.71, 41.94)",Jam,Heavy Traffic,12,225,Jam - Heavy Traffic,-87.71,41.94
"(-87.66, 41.99)",Jam,Heavy Traffic,12,218,Jam - Heavy Traffic,-87.66,41.99
"(-87.73, 41.95)",Jam,Heavy Traffic,12,195,Jam - Heavy Traffic,-87.73,41.95
"(-87.69, 41.93)",Jam,Heavy Traffic,12,182,Jam - Heavy Traffic,-87.69,41.93
"(-87.76, 41.97)",Jam,Heavy Traffic,12,164,Jam - Heavy Traffic,-87.76,41.97
"(-87.66, 41.98)",Jam,Heavy Traffic,12,163,Jam - Heavy Traffic,-87.66,41.98
"(-87.75, 41.96)",Jam,Heavy Traffic,12,158,Jam - Heavy Traffic,-87.75,41.96
"(-87.7, 41.93)",Jam,Heavy Traffic,13,292,Jam - Heavy Traffic,-87.7,41.93
"(-87.71, 41.94)",Jam,Heavy Traffic,13,240,Jam - Heavy Traffic,-87.71,41.94
"(-87.74, 41.96)",Jam,Heavy Traffic,13,223,Jam - Heavy Traffic,-87.74,41.96
"(-87.7, 41.94)",Jam,Heavy Traffic,13,214,Jam - Heavy Traffic,-87.7,41.94
"(-87.75, 41.97)",Jam,Heavy Traffic,13,212,Jam - Heavy Traffic,-87.75,41.97
"(-87.7, 41.92)",Jam,Heavy Traffic,13,197,Jam - Heavy Traffic,-87.7,41.92
"(-87.72, 41.95)",Jam,Heavy Traffic,13,188,Jam - Heavy Traffic,-87.72,41.95
"(-87.73, 41.95)",Jam,Heavy Traffic,13,183,Jam - Heavy Traffic,-87.73,41.95
"(-87.67, 41.92)",Jam,Heavy Traffic,13,166,Jam - Heavy Traffic,-87.67,41.92
"(-87.76, 41.97)",Jam,Heavy Traffic,13,164,Jam - Heavy Traffic,-87.76,41.97
"(-87.74, 41.96)",Jam,Heavy Traffic,14,170,Jam - Heavy Traffic,-87.74,41.96
"(-87.71, 41.94)",Jam,Heavy Traffic,14,169,Jam - Heavy Traffic,-87.71,41.94
"(-87.75, 41.97)",Jam,Heavy Traffic,14,149,Jam - Heavy Traffic,-87.75,41.97
"(-87.73, 41.95)",Jam,Heavy Traffic,14,148,Jam - Heavy Traffic,-87.73,41.95
"(-87.65, 41.88)",Jam,Heavy Traffic,14,147,Jam - Heavy Traffic,-87.65,41.88
"(-87.67, 41.92)",Jam,Heavy Traffic,14,135,Jam - Heavy Traffic,-87.67,41.92
"(-87.69, 41.93)",Jam,Heavy Traffic,14,134,Jam - Heavy Traffic,-87.69,41.93
"(-87.65, 41.89)",Jam,Heavy Traffic,14,134,Jam - Heavy Traffic,-87.65,41.89
"(-87.72, 41.95)",Jam,Heavy Traffic,14,133,Jam - Heavy Traffic,-87.72,41.95
"(-87.66, 41.9)",Jam,Heavy Traffic,14,129,Jam - Heavy Traffic,-87.66,41.9
"(-87.66, 41.9)",Jam,Heavy Traffic,15,194,Jam - Heavy Traffic,-87.66,41.9
"(-87.71, 41.94)",Jam,Heavy Traffic,15,174,Jam - Heavy Traffic,-87.71,41.94
"(-87.72, 41.95)",Jam,Heavy Traffic,15,173,Jam - Heavy Traffic,-87.72,41.95
"(-87.74, 41.96)",Jam,Heavy Traffic,15,166,Jam - Heavy Traffic,-87.74,41.96
"(-87.78, 41.98)",Jam,Heavy Traffic,15,160,Jam - Heavy Traffic,-87.78,41.98
"(-87.76, 41.97)",Jam,Heavy Traffic,15,158,Jam - Heavy Traffic,-87.76,41.97
"(-87.65, 41.89)",Jam,Heavy Traffic,15,151,Jam - Heavy Traffic,-87.65,41.89
"(-87.77, 41.97)",Jam,Heavy Traffic,15,150,Jam - Heavy Traffic,-87.77,41.97
"(-87.64, 41.85)",Jam,Heavy Traffic,15,148,Jam - Heavy Traffic,-87.64,41.85
"(-87.69, 41.93)",Jam,Heavy Traffic,15,144,Jam - Heavy Traffic,-87.69,41.93
"(-87.65, 41.89)",Jam,Heavy Traffic,16,251,Jam - Heavy Traffic,-87.65,41.89
"(-87.66, 41.9)",Jam,Heavy Traffic,16,211,Jam - Heavy Traffic,-87.66,41.9
"(-87.65, 41.88)",Jam,Heavy Traffic,16,192,Jam - Heavy Traffic,-87.65,41.88
"(-87.76, 41.97)",Jam,Heavy Traffic,16,190,Jam - Heavy Traffic,-87.76,41.97
"(-87.71, 41.94)",Jam,Heavy Traffic,16,185,Jam - Heavy Traffic,-87.71,41.94
"(-87.78, 41.98)",Jam,Heavy Traffic,16,155,Jam - Heavy Traffic,-87.78,41.98
"(-87.72, 41.95)",Jam,Heavy Traffic,16,148,Jam - Heavy Traffic,-87.72,41.95
"(-87.75, 41.98)",Jam,Heavy Traffic,16,147,Jam - Heavy Traffic,-87.75,41.98
"(-87.74, 41.96)",Jam,Heavy Traffic,16,145,Jam - Heavy Traffic,-87.74,41.96
"(-87.77, 41.97)",Jam,Heavy Traffic,16,140,Jam - Heavy Traffic,-87.77,41.97
"(-87.65, 41.89)",Jam,Heavy Traffic,17,318,Jam - Heavy Traffic,-87.65,41.89
"(-87.66, 41.9)",Jam,Heavy Traffic,17,233,Jam - Heavy Traffic,-87.66,41.9
"(-87.65, 41.88)",Jam,Heavy Traffic,17,220,Jam - Heavy Traffic,-87.65,41.88
"(-87.78, 41.98)",Jam,Heavy Traffic,17,216,Jam - Heavy Traffic,-87.78,41.98
"(-87.76, 41.97)",Jam,Heavy Traffic,17,190,Jam - Heavy Traffic,-87.76,41.97
"(-87.77, 41.97)",Jam,Heavy Traffic,17,176,Jam - Heavy Traffic,-87.77,41.97
"(-87.71, 41.94)",Jam,Heavy Traffic,17,175,Jam - Heavy Traffic,-87.71,41.94
"(-87.69, 41.93)",Jam,Heavy Traffic,17,167,Jam - Heavy Traffic,-87.69,41.93
"(-87.75, 41.97)",Jam,Heavy Traffic,17,160,Jam - Heavy Traffic,-87.75,41.97
"(-87.74, 41.96)",Jam,Heavy Traffic,17,159,Jam - Heavy Traffic,-87.74,41.96
"(-87.65, 41.89)",Jam,Heavy Traffic,18,311,Jam - Heavy Traffic,-87.65,41.89
"(-87.65, 41.88)",Jam,Heavy Traffic,18,253,Jam - Heavy Traffic,-87.65,41.88
"(-87.66, 41.9)",Jam,Heavy Traffic,18,250,Jam - Heavy Traffic,-87.66,41.9
